Date,EmpID,Expenses Type, Bank , Cash 
31/07/2023,1016,Salary,,"2,180.00"
31/07/2023,0,Salary,"1,000.00","1,150.00"
31/07/2023,1008,Salary,"2,500.00","1,500.00"
31/07/2023,0,Salary,"1,000.00",
01/08/2023,1001,Comission,,30
01/08/2023,1003,Comission,,20
01/08/2023,1015,Comission,,40
01/08/2023,1013,Comission,,35
01/08/2023,1014,Comission,,50
01/08/2023,1001,Overtime,,20
01/08/2023,1015,Overtime,,10
01/08/2023,0,General Expenses,,10
01/08/2023,1003,Salary,,100
01/08/2023,0,General Expenses,,6
04/08/2023,1001,Comission,,5
04/08/2023,1003,Comission,,5
04/08/2023,0,Bank Fees,,
04/08/2023,0,Bank Fees,,
05/08/2023,0,Bank Fees,7.67,
05/08/2023,0,Bank Fees,1.16,
05/08/2023,1001,Comission,,20
05/08/2023,1002,Comission,,35
05/08/2023,1003,Comission,,20
05/08/2023,1006,Comission,,20
05/08/2023,1006,Overtime,,10
05/08/2023,0,General Expenses,,10
05/08/2023,0,General Expenses,,15
05/08/2023,0,General Expenses,,500
06/08/2023,1001,Comission,,40
06/08/2023,1003,Comission,,35
06/08/2023,1006,Comission,, -   
06/08/2023,1002,Comission,, -   
06/08/2023,1010,Comission,,30
06/08/2023,1009,Comission,,10
06/08/2023,1001,Overtime,,75
06/08/2023,1003,Overtime,,75
06/08/2023,1008,Overtime,,75
06/08/2023,0,General Expenses,,10
07/08/2023,1001,Comission,,35
07/08/2023,1002,Comission,,75
07/08/2023,1006,Comission,, -   
07/08/2023,1003,Comission,,20
07/08/2023,1010,Comission,,20
07/08/2023,1009,Comission,,15
07/08/2023,1011,Comission,,10
07/08/2023,1012,Comission,,10
07/08/2023,1001,Overtime,,30
07/08/2023,1002,Overtime,,30
07/08/2023,1003,Overtime,,10
07/08/2023,1011,Overtime,,40
07/08/2023,1012,Overtime,,40
07/08/2023,0,General Expenses,,10
07/08/2023,0,Bank Fees,11.87,
07/08/2023,0,Bank Fees,1.79,
07/08/2023,0,Bank Fees,3.25,
07/08/2023,0,Bank Fees,0.49,
08/08/2023,1001,Comission,,20
08/08/2023,1002,Comission,,45
08/08/2023,1003,Comission,, -   
08/08/2023,1012,Comission,,30
08/08/2023,1010,Comission,,35
08/08/2023,1009,Comission,,30
08/08/2023,1011,Comission,,35
08/08/2023,1001,Overtime,,10
08/08/2023,1002,Overtime,,15
08/08/2023,1016,Overtime,,50
08/08/2023,0,General Expenses,,10
08/08/2023,1001,Overtime,,32
09/08/2023,1001,Comission,,20
09/08/2023,1002,Comission,,35
09/08/2023,1003,Comission,, -   
09/08/2023,1012,Comission,,30
09/08/2023,1011,Comission,,25
09/08/2023,1009,Comission,,30
09/08/2023,1010,Comission,,25
09/08/2023,1013,Comission,,20
09/08/2023,1001,Overtime,,20
09/08/2023,1010,Overtime,,5
09/08/2023,0,General Expenses,,10
09/08/2023,0,Salary,,200
10/08/2023,1001,Comission,,35
10/08/2023,1002,Comission,, -   
10/08/2023,1003,Comission,, -   
10/08/2023,1012,Comission,,30
10/08/2023,1011,Comission,,25
10/08/2023,1009,Comission,,25
10/08/2023,1010,Comission,,20
10/08/2023,1013,Comission,,30
10/08/2023,1001,Overtime,,40
10/08/2023,1013,Overtime,,10
10/08/2023,1012,Overtime,,30
10/08/2023,1012,Overtime,,65
10/08/2023,0,General Expenses,,10
11/08/2023,1001,Comission,,20
11/08/2023,1002,Comission,,40
11/08/2023,1003,Comission,,15
11/08/2023,1012,Comission,,15
11/08/2023,1011,Comission,,15
11/08/2023,1013,Comission,, -   
11/08/2023,1014,Comission,,20
11/08/2023,1001,Overtime,,20
11/08/2023,0,General Expenses,,10
12/08/2023,1001,Comission,,20
12/08/2023,1003,Comission,, -   
12/08/2023,1012,Comission,,30
12/08/2023,1013,Comission,,20
12/08/2023,1014,Comission,,30
12/08/2023,1015,Comission,,20
12/08/2023,1001,Overtime,,20
12/08/2023,1012,Overtime,,10
12/08/2023,1013,Overtime,,20
12/08/2023,0,General Expenses,,10
13/08/2023,1009,Salary,"1,320.00",
13/08/2023,1010,Salary,680,640
13/08/2023,1009,Overtime,,120
13/08/2023,1011,Overtime,,120
13/08/2023,1012,Overtime,,130
13/08/2023,1010,Overtime,,130
13/08/2023,1001,Comission,,30
13/08/2023,1002,Comission,,40
13/08/2023,1003,Comission,,5
13/08/2023,1012,Comission,,15
13/08/2023,1010,Comission,,15
13/08/2023,1009,Comission,,20
13/08/2023,1011,Comission,,10
13/08/2023,1001,Overtime,,20
13/08/2023,1002,Overtime,,30
13/08/2023,1012,Overtime,,45
13/08/2023,0,General Expenses,,10
13/08/2023,0,General Expenses,,15
14/08/2023,1001,Comission,,35
14/08/2023,1002,Comission,,40
14/08/2023,1003,Comission,, -   
14/08/2023,1012,Comission,,35
14/08/2023,1010,Comission,,20
14/08/2023,1009,Comission,, -   
14/08/2023,1011,Comission,,30
14/08/2023,1001,Overtime,,40
14/08/2023,1002,Overtime,,30
14/08/2023,1012,Overtime,,25
14/08/2023,1016,Overtime,,10
14/08/2023,1012,Target,,50
14/08/2023,0,General Expenses,,10
14/08/2023,0,General Expenses,,6
14/08/2023,0,Purchases,,"1,000.00"
15/08/2023,1001,Comission,,20
15/08/2023,1002,Comission,,25
15/08/2023,1003,Comission,, -   
15/08/2023,1012,Comission,,10
15/08/2023,1010,Comission,,15
15/08/2023,1009,Comission,,10
15/08/2023,1011,Comission,,25
15/08/2023,1012,Overtime,,15
15/08/2023,0,General Expenses,,10
15/08/2023,1001,Overtime,,65
15/08/2023,0,Purchases,,200
16/08/2023,1001,Comission,,20
16/08/2023,1002,Comission,,20
16/08/2023,1003,Comission,,10
16/08/2023,1012,Comission,,25
16/08/2023,1010,Comission,,20
16/08/2023,1009,Comission,,10
16/08/2023,1011,Comission,,15
16/08/2023,1001,Overtime,,20
16/08/2023,0,General Expenses,,10
16/08/2023,0,General Expenses,,6
18/08/2023,1001,Comission,,25
18/08/2023,1002,Comission,,30
18/08/2023,1003,Comission,, -   
18/08/2023,1012,Comission,,15
18/08/2023,1010,Comission,,10
18/08/2023,1009,Comission,,10
18/08/2023,1011,Comission,,25
18/08/2023,1001,Overtime,,20
18/08/2023,0,General Expenses,,10
18/08/2023,0,General Expenses,,6
19/08/2023,1009,Salary,,440
19/08/2023,1012,Overtime,,100
19/08/2023,1010,Overtime,,100
19/08/2023,1001,Comission,,30
19/08/2023,1002,Comission,,20
19/08/2023,1003,Comission,,20
19/08/2023,1012,Comission,,20
19/08/2023,1010,Comission,,15
19/08/2023,1009,Comission,,20
19/08/2023,1011,Comission,,20
19/08/2023,1001,Overtime,,20
19/08/2023,0,General Expenses,,46
19/08/2023,0,General Expenses,,10
19/08/2023,0,Purchases,,982
20/08/2023,1001,Comission,,10
20/08/2023,1002,Comission,,20
20/08/2023,1003,Comission,,10
20/08/2023,1012,Comission,,10
20/08/2023,1010,Comission,,20
20/08/2023,1009,Comission,,20
20/08/2023,1011,Comission,,35
20/08/2023,1001,Overtime,,20
20/08/2023,1010,Overtime,,10
20/08/2023,1009,Overtime,,10
20/08/2023,0,General Expenses,,10
20/08/2023,0,General Expenses,,12
21/08/2023,1001,Comission,,10
21/08/2023,1002,Comission,,20
21/08/2023,1003,Comission,,10
21/08/2023,1012,Comission,,20
21/08/2023,1010,Comission,,15
21/08/2023,1009,Comission,,15
21/08/2023,1011,Comission,,15
21/08/2023,1001,Overtime,,20
21/08/2023,1012,Overtime,,65
21/08/2023,1011,Overtime,,65
21/08/2023,0,General Expenses,,10
22/08/2023,1001,Comission,, -   
22/08/2023,1002,Comission,,20
22/08/2023,1003,Comission,,10
22/08/2023,1012,Comission,,15
22/08/2023,1010,Comission,,15
22/08/2023,1009,Comission,,15
22/08/2023,1011,Comission,,15
22/08/2023,1012,Overtime,,65
22/08/2023,1011,Overtime,,65
22/08/2023,0,General Expenses,,10
22/08/2023,0,General Expenses,,15
22/08/2023,0,Purchases,,128
23/08/2023,0,Purchases,,"1,021.00"
23/08/2023,1001,Comission,,15
23/08/2023,1002,Comission,,20
23/08/2023,1003,Comission,,10
23/08/2023,1012,Comission,,10
23/08/2023,1010,Comission,,5
23/08/2023,1009,Comission,,10
23/08/2023,1011,Comission,,10
23/08/2023,1013,Comission,,10
23/08/2023,1001,Overtime,,20
23/08/2023,0,General Expenses,,10
24/08/2023,1001,Comission,,20
24/08/2023,1002,Comission,, -   
24/08/2023,1003,Comission,,20
24/08/2023,1012,Comission,,25
24/08/2023,1011,Comission,,20
24/08/2023,1009,Comission,,15
24/08/2023,1010,Comission,,10
24/08/2023,1013,Comission,,15
24/08/2023,1001,Overtime,,20
24/08/2023,1012,Overtime,,10
24/08/2023,0,General Expenses,,10
24/08/2023,0,General Expenses,,6
25/08/2023,1001,Comission,,20
25/08/2023,1002,Comission,,10
25/08/2023,1003,Comission,, -   
25/08/2023,1012,Comission,,10
25/08/2023,1011,Comission,,10
25/08/2023,1009,Comission,,15
25/08/2023,1010,Comission,,15
25/08/2023,1013,Comission,,20
25/08/2023,0,General Expenses,,10
25/08/2023,1001,Overtime,,20
25/08/2023,1010,Overtime,,90
25/08/2023,1009,Overtime,,90
26/08/2023,1001,Comission,,40
26/08/2023,1002,Comission,,55
26/08/2023,1003,Comission,,20
26/08/2023,1012,Comission,,30
26/08/2023,1011,Comission,,35
26/08/2023,1009,Comission,,15
26/08/2023,1010,Comission,, -   
26/08/2023,1013,Comission,,25
26/08/2023,1001,Overtime,,35
26/08/2023,1011,Overtime,,10
26/08/2023,1013,Overtime,,10
26/08/2023,1016,Overtime,,10
26/08/2023,0,General Expenses,,20
26/08/2023,1003,Salary,,150
27/08/2023,1001,Comission,,45
27/08/2023,1002,Comission,,50
27/08/2023,1003,Comission,,25
27/08/2023,1012,Comission,,30
27/08/2023,1011,Comission,,35
27/08/2023,1009,Comission,,30
27/08/2023,1010,Comission,,20
27/08/2023,1013,Comission,,25
27/08/2023,1001,Overtime,,30
27/08/2023,1012,Overtime,,15
27/08/2023,1013,Overtime,,15
27/08/2023,0,General Expenses,,10
27/08/2023,0,General Expenses,,10
27/08/2023,1003,Salary,,350
28/08/2023,1001,Comission,,15
28/08/2023,1002,Comission,,20
28/08/2023,1003,Comission,,5
28/08/2023,1012,Comission,,45
28/08/2023,1011,Comission,,30
28/08/2023,1009,Comission,,30
28/08/2023,1010,Comission,,40
28/08/2023,1013,Comission,,20
28/08/2023,1001,Overtime,,40
28/08/2023,1012,Overtime,,10
28/08/2023,1011,Overtime,,10
28/08/2023,1009,Overtime,,10
28/08/2023,1010,Overtime,,20
28/08/2023,1016,Overtime,,20
28/08/2023,0,General Expenses,,20
28/08/2023,1001,Comission,,10
28/08/2023,1002,Comission,,30
28/08/2023,1003,Comission,,15
28/08/2023,1012,Comission,,20
28/08/2023,1011,Comission,,20
28/08/2023,1009,Comission,,10
28/08/2023,1010,Comission,,10
28/08/2023,1013,Comission,,20
28/08/2023,1012,Overtime,,10
28/08/2023,1011,Overtime,,10
28/08/2023,1016,Overtime,,10
28/08/2023,0,General Expenses,,20
28/08/2023,1001,Overtime,,65
28/08/2023,0,General Expenses,,120
28/08/2023,0,General Expenses,,140
30/08/2023,1001,Comission,,10
30/08/2023,1002,Comission,,35
30/08/2023,1003,Comission,,15
30/08/2023,1012,Comission,,25
30/08/2023,1011,Comission,,20
30/08/2023,1009,Comission,,15
30/08/2023,1010,Comission,,15
30/08/2023,1013,Comission,,15
30/08/2023,1001,Overtime,,20
30/08/2023,1016,Overtime,,10
30/08/2023,0,General Expenses,,10
30/08/2023,0,General Expenses,,6
30/08/2023,0,Purchases,,80
30/08/2023,0,Purchases,,248
31/08/2023,1001,Comission,,15
31/08/2023,1002,Comission,, -   
31/08/2023,1003,Comission,,15
31/08/2023,1012,Comission,,25
31/08/2023,1011,Comission,,15
31/08/2023,1009,Comission,,15
31/08/2023,1010,Comission,,25
31/08/2023,1013,Comission,,20
31/08/2023,1001,Overtime,,10
31/08/2023,0,General Expenses,,10
31/08/2023,0,Purchases,,6
01/09/2023,1001,Comission,,25
01/09/2023,1003,Comission,,30
01/09/2023,1015,Comission,,40
01/09/2023,1013,Comission,, -   
01/09/2023,1014,Comission,,55
01/09/2023,1015,Overtime,,10
01/09/2023,1014,Overtime,,10
01/09/2023,0,General Expenses,,10
01/09/2023,1001,Overtime,,65
01/09/2023,1014,Target,,50
01/09/2023,0,Purchases,,"1,108.00"
04/09/2023,0,Salary,"1,000.00",
04/09/2023,1001,Comission,,50
04/09/2023,1002,Comission,,70
04/09/2023,1003,Comission,,40
04/09/2023,1001,Overtime,,20
04/09/2023,1008,Overtime,,20
04/09/2023,1003,Overtime,,10
04/09/2023,0,General Expenses,,10
05/09/2023,0,Bank Fees,8.76,
05/09/2023,0,Bank Fees,1.33,
05/09/2023,1001,Comission,,30
05/09/2023,1002,Comission,,30
05/09/2023,1003,Comission,,25
05/09/2023,1006,Comission,,20
05/09/2023,0,Overtime,,10
05/09/2023,0,General Expenses,,10
06/09/2023,1001,Comission,,50
06/09/2023,1003,Comission,, -   
06/09/2023,1006,Comission,,30
06/09/2023,1002,Comission,,70
06/09/2023,1010,Comission,,30
06/09/2023,1001,Target,,50
06/09/2023,1002,Target,,50
06/09/2023,0,General Expenses,,10
06/09/2023,0,Bank Fees,13.53,
06/09/2023,0,Bank Fees,2.05,
06/09/2023,0,Bank Fees,7.75,
06/09/2023,0,Bank Fees,1.16,
07/09/2023,0,Bank Fees,11.04,
07/09/2023,0,Bank Fees,1.67,
07/09/2023,0,Bank Fees,8.75,
07/09/2023,0,Bank Fees,2.88,
07/09/2023,0,Bank Fees,0.43,
07/09/2023,0,Bank Fees,1.32,
07/09/2023,1001,Comission,,30
07/09/2023,1002,Comission,,35
07/09/2023,1003,Comission,,20
07/09/2023,1006,Comission,,20
07/09/2023,1010,Comission,,20
07/09/2023,1009,Comission,,20
07/09/2023,1011,Comission,,20
07/09/2023,1012,Comission,,15
07/09/2023,1001,Overtime,,30
07/09/2023,1002,Overtime,,30
07/09/2023,0,General Expenses,,10
07/09/2023,0,Salary,,100
07/09/2023,0,Salary,,100
07/09/2023,0,General Expenses,,141
08/09/2023,1001,Comission,,30
08/09/2023,1002,Comission,,30
08/09/2023,1003,Comission,, -   
08/09/2023,1012,Comission,,30
08/09/2023,1010,Comission,,20
08/09/2023,1009,Comission,,20
08/09/2023,1011,Comission,,20
08/09/2023,1001,Overtime,,30
08/09/2023,1016,Overtime,,50
08/09/2023,0,General Expenses,,10
08/09/2023,0,Purchases,,24
09/09/2023,1001,Comission,,15
09/09/2023,1002,Comission,,20
09/09/2023,1003,Comission,,15
09/09/2023,1012,Comission,,25
09/09/2023,1011,Comission,,20
09/09/2023,1009,Comission,,25
09/09/2023,1010,Comission,,20
09/09/2023,1013,Comission,,25
09/09/2023,1001,Overtime,,20
09/09/2023,1011,Overtime,,65
09/09/2023,0,General Expenses,,10
10/09/2023,0,Operation Expenses,847.01,
10/09/2023,1001,Comission,,20
10/09/2023,1002,Comission,,40
10/09/2023,1003,Comission,,20
10/09/2023,1012,Comission,,30
10/09/2023,1011,Comission,, -   
10/09/2023,1009,Comission,,30
10/09/2023,1010,Comission,,25
10/09/2023,1013,Comission,,30
10/09/2023,1001,Overtime,,20
10/09/2023,0,General Expenses,,10
10/09/2023,0,General Expenses,,6
10/09/2023,0,Operation Expenses,,250
11/09/2023,1001,Comission,,30
11/09/2023,1002,Comission,, -   
11/09/2023,1003,Comission,,15
11/09/2023,1012,Comission,,20
11/09/2023,1011,Comission,,25
11/09/2023,1013,Comission,,30
11/09/2023,1014,Comission,,10
11/09/2023,1001,Overtime,,30
11/09/2023,0,General Expenses,,10
11/09/2023,0,General Expenses,,100
11/09/2023,1008,Comission,,500
11/09/2023,0,Purchases,,785
12/09/2023,1001,Comission,,20
12/09/2023,1003,Comission,,15
12/09/2023,1012,Comission,,20
12/09/2023,1013,Comission,,15
12/09/2023,1014,Comission,,15
12/09/2023,1015,Comission,,15
12/09/2023,1001,Overtime,,20
12/09/2023,1012,Overtime,,10
12/09/2023,1015,Overtime,,10
12/09/2023,0,General Expenses,,10
12/09/2023,1012,Overtime,,65
12/09/2023,0,GOSI,"1,837.32",
12/09/2023,1011,Salary,,"1,100.00"
13/09/2023,1001,Comission,,15
13/09/2023,1002,Comission,,20
13/09/2023,1003,Comission,,10
13/09/2023,1012,Comission,,25
13/09/2023,1011,Comission,,30
13/09/2023,1009,Comission,,20
13/09/2023,1010,Comission,,20
13/09/2023,1013,Comission,, -   
13/09/2023,1001,Overtime,,20
13/09/2023,0,General Expenses,,10
13/09/2023,0,Purchases,,685
14/09/2023,1001,Comission,,10
14/09/2023,1002,Comission,, -   
14/09/2023,1003,Comission,,10
14/09/2023,1012,Comission,,10
14/09/2023,1011,Comission,,5
14/09/2023,1009,Comission,,10
14/09/2023,1010,Comission,,10
14/09/2023,1013,Comission,,10
14/09/2023,1001,Overtime,,20
14/09/2023,0,General Expenses,,10
14/09/2023,0,General Expenses,,6
15/09/2023,1001,Comission,,15
15/09/2023,1002,Comission,,40
15/09/2023,1003,Comission,, -   
15/09/2023,1012,Comission,,15
15/09/2023,1011,Comission,,10
15/09/2023,1009,Comission,,15
15/09/2023,1010,Comission,,15
15/09/2023,1013,Comission,,15
15/09/2023,1001,Overtime,,20
15/09/2023,1013,Overtime,,10
15/09/2023,0,Purchases,,165
15/09/2023,0,Purchases,,35
15/09/2023,0,General Expenses,,10
16/09/2023,1001,Comission,,20
16/09/2023,1002,Comission,,40
16/09/2023,1003,Comission,,20
16/09/2023,1012,Comission,,15
16/09/2023,1011,Comission,,15
16/09/2023,1009,Comission,,10
16/09/2023,1010,Comission,,10
16/09/2023,1013,Comission,,15
16/09/2023,1001,Overtime,,20
16/09/2023,1013,Overtime,,10
16/09/2023,0,Operation Expenses,,365
16/09/2023,0,General Expenses,,10
17/09/2023,1001,Comission,,35
17/09/2023,1002,Comission,,20
17/09/2023,1003,Comission,,10
17/09/2023,1012,Comission,,30
17/09/2023,1011,Comission,,25
17/09/2023,1009,Comission,,20
17/09/2023,1010,Comission,,25
17/09/2023,1013,Comission,,20
17/09/2023,1001,Overtime,,30
17/09/2023,0,General Expenses,,6
17/09/2023,0,General Expenses,,10
17/09/2023,1012,Overtime,,65
17/09/2023,1011,Overtime,,65
17/09/2023,1009,Salary,,800
18/09/2023,1001,Comission,,25
18/09/2023,1002,Comission,,10
18/09/2023,1003,Comission,,15
18/09/2023,1012,Comission,,20
18/09/2023,1011,Comission,,15
18/09/2023,1009,Comission,,25
18/09/2023,1010,Comission,,15
18/09/2023,1013,Comission,,20
18/09/2023,1001,Overtime,,30
18/09/2023,1012,Overtime,,10
18/09/2023,1016,Overtime,,10
18/09/2023,1009,Overtime,,60
18/09/2023,1010,Overtime,,60
18/09/2023,0,General Expenses,,20
19/09/2023,1001,Comission,,10
19/09/2023,1002,Comission,,30
19/09/2023,1003,Comission,,15
19/09/2023,1012,Comission,,25
19/09/2023,1011,Comission,,20
19/09/2023,1009,Comission,,10
19/09/2023,1010,Comission,,10
19/09/2023,1013,Comission,,15
19/09/2023,1013,Overtime,,10
19/09/2023,1001,Overtime,,65
19/09/2023,0,General Expenses,,10
20/09/2023,1001,Comission,,10
20/09/2023,1002,Comission,,20
20/09/2023,1003,Comission,,10
20/09/2023,1012,Comission,,20
20/09/2023,1011,Comission,,20
20/09/2023,1009,Comission,,20
20/09/2023,1010,Comission,,20
20/09/2023,1013,Comission,, -   
20/09/2023,1001,Overtime,,20
20/09/2023,0,General Expenses,,10
20/09/2023,1001,Salary,,500
21/09/2023,1001,Comission,, -   
21/09/2023,1002,Comission,,20
21/09/2023,1003,Comission,,15
21/09/2023,1012,Comission,,25
21/09/2023,1011,Comission,,15
21/09/2023,1009,Comission,, -   
21/09/2023,1010,Comission,,20
21/09/2023,1013,Comission,,15
21/09/2023,0,General Expenses,,10
21/09/2023,0,Purchases,,660
22/09/2023,1001,Comission,,35
22/09/2023,1002,Comission,,30
22/09/2023,1003,Comission,, -   
22/09/2023,1012,Comission,,30
22/09/2023,1011,Comission,,25
22/09/2023,1009,Comission,,25
22/09/2023,1010,Comission,,20
22/09/2023,1013,Comission,,30
22/09/2023,1001,Overtime,,20
22/09/2023,0,General Expenses,,10
22/09/2023,0,General Expenses,,100
22/09/2023,0,General Expenses,,6
23/09/2023,1001,Comission,,30
23/09/2023,1002,Comission,,30
23/09/2023,1003,Comission,,20
23/09/2023,1012,Comission,,15
23/09/2023,1011,Comission,,20
23/09/2023,1009,Comission,,10
23/09/2023,1010,Comission,,10
23/09/2023,1013,Comission,,15
23/09/2023,1001,Overtime,,20
23/09/2023,0,General Expenses,,10
23/09/2023,1011,Overtime,,65
23/09/2023,0,General Expenses,781.17,
23/09/2023,0,Subscribtion,132.5,
24/09/2023,1001,Comission,,10
24/09/2023,1002,Comission,,30
24/09/2023,1003,Comission,,15
24/09/2023,1012,Comission,,10
24/09/2023,1011,Comission,,15
24/09/2023,1009,Comission,,15
24/09/2023,1010,Comission,,15
24/09/2023,1013,Comission,,10
24/09/2023,1001,Overtime,,20
24/09/2023,0,General Expenses,,10
24/09/2023,1012,Overtime,,65
25/09/2023,1001,Comission,,20
25/09/2023,1002,Comission,,20
25/09/2023,1003,Comission,,10
25/09/2023,1012,Comission,,10
25/09/2023,1011,Comission,,10
25/09/2023,1009,Comission,,10
25/09/2023,1010,Comission,,10
25/09/2023,1013,Comission,,10
25/09/2023,1001,Overtime,,20
25/09/2023,0,General Expenses,,10
25/09/2023,1009,Overtime,,60
25/09/2023,1010,Overtime,,60
25/09/2023,0,General Expenses,,19
26/09/2023,1001,Comission,,30
26/09/2023,1002,Comission,,35
26/09/2023,1003,Comission,,20
26/09/2023,1012,Comission,,15
26/09/2023,1011,Comission,,10
26/09/2023,1009,Comission,,15
26/09/2023,1010,Comission,,20
26/09/2023,1013,Comission,,15
26/09/2023,0,Purchases,,150
26/09/2023,0,General Expenses,,10
26/09/2023,1001,Overtime,,65
26/09/2023,0,Purchases,,665
27/09/2023,1001,Comission,,15
27/09/2023,1002,Comission,,20
27/09/2023,1003,Comission,,10
27/09/2023,1012,Comission,,25
27/09/2023,1011,Comission,,30
27/09/2023,1009,Comission,,20
27/09/2023,1010,Comission,,15
27/09/2023,1013,Comission,,25
27/09/2023,1001,Overtime,,30
27/09/2023,1012,Overtime,,10
27/09/2023,1011,Overtime,,10
27/09/2023,1013,Overtime,,10
27/09/2023,1016,Overtime,,10
27/09/2023,0,General Expenses,,20
27/09/2023,1013,Overtime,,65
28/09/2023,1001,Comission,,40
28/09/2023,1002,Comission,, -   
28/09/2023,1003,Comission,,20
28/09/2023,1012,Comission,,25
28/09/2023,1011,Comission,,30
28/09/2023,1009,Comission,,25
28/09/2023,1010,Comission,,20
28/09/2023,1013,Comission,,30
28/09/2023,1001,Overtime,,20
28/09/2023,0,General Expenses,,10
28/09/2023,0,Purchases,,322
29/09/2023,1001,Comission,,55
29/09/2023,1002,Comission,,65
29/09/2023,1003,Comission,, -   
29/09/2023,1012,Comission,,50
29/09/2023,1011,Comission,,50
29/09/2023,1009,Comission,,45
29/09/2023,1010,Comission,,40
29/09/2023,1013,Comission,,50
29/09/2023,1001,Overtime,,20
29/09/2023,1012,Overtime,,20
29/09/2023,1013,Overtime,,20
29/09/2023,0,General Expenses,,10
29/09/2023,0,General Expenses,,6
29/09/2023,0,Target,,150
30/09/2023,1001,Comission,,15
30/09/2023,1002,Comission,,40
30/09/2023,1003,Comission,,15
30/09/2023,1012,Comission,,15
30/09/2023,1011,Comission,,20
30/09/2023,1009,Comission,,15
30/09/2023,1010,Comission,, -   
30/09/2023,1013,Comission,,25
30/09/2023,1001,Overtime,,20
30/09/2023,0,General Expenses,,10
30/09/2023,1011,Overtime,,65
30/09/2023,0,General Expenses,,100
30/09/2023,0,Purchases,,310
30/09/2023,1017,Salary,"1,000.00",
30/09/2023,1016,Salary,"2,000.00",
30/09/2023,1008,Salary,"2,500.00",
30/09/2023,1001,Salary,"1,200.00",
30/09/2023,1003,Salary,"2,000.00",
30/09/2023,1002,Salary,"1,700.00",
30/09/2023,1013,Salary,"1,500.00",
01/10/2023,1001,Comission,,45
01/10/2023,1003,Comission,,25
01/10/2023,1015,Comission,,45
01/10/2023,1013,Comission,,40
01/10/2023,1014,Comission,,55
01/10/2023,1001,Overtime,,30
01/10/2023,1015,Overtime,,10
01/10/2023,1014,Overtime,,20
01/10/2023,0,General Expenses,,10
01/10/2023,1013,Overtime,,65
04/10/2023,1001,Comission,,20
04/10/2023,1002,Comission,,40
04/10/2023,1003,Comission,,20
04/10/2023,0,General Expenses,,10
04/10/2023,0,General Expenses,,20
04/10/2023,0,GOSI,20.13,
05/10/2023,1001,Comission,,30
05/10/2023,1002,Comission,,40
05/10/2023,1003,Comission,,30
05/10/2023,1006,Comission,,20
05/10/2023,1001,Overtime,,20
05/10/2023,1002,Overtime,,10
05/10/2023,1003,Overtime,,20
05/10/2023,1006,Overtime,,10
05/10/2023,1008,Overtime,,20
05/10/2023,0,General Expenses,,10
05/10/2023,0,General Expenses,,6
05/10/2023,1002,Salary,,500
05/10/2023,0,Bank Fees,5.39,
05/10/2023,0,Bank Fees,0.83,
05/10/2023,0,Bank Fees,3.75,
05/10/2023,0,Bank Fees,0.56,
05/10/2023,0,Advertising Expenses,415.15,
06/10/2023,0,Bank Fees,15.6,
06/10/2023,0,Bank Fees,2.35,
06/10/2023,1001,Comission,,45
06/10/2023,1003,Comission,,45
06/10/2023,1006,Comission,,40
06/10/2023,1002,Comission,,65
06/10/2023,1010,Comission,,30
06/10/2023,1001,Target,,50
06/10/2023,1002,Target,,50
06/10/2023,0,General Expenses,,10
06/10/2023,0,Operation Expenses,,60
07/10/2023,0,Operation Expenses,670.96,
07/10/2023,0,Bank Fees,20.85,
07/10/2023,0,Bank Fees,3.14,
07/10/2023,0,Bank Fees,9.75,
07/10/2023,0,Bank Fees,1.46,
07/10/2023,0,Bank Fees,2.88,
07/10/2023,0,Bank Fees,0.43,
07/10/2023,1001,Comission,,25
07/10/2023,1002,Comission,,45
07/10/2023,1003,Comission,,20
07/10/2023,1006,Comission,,30
07/10/2023,1010,Comission,,15
07/10/2023,1009,Comission,,15
07/10/2023,1011,Comission,,30
07/10/2023,1012,Comission,,30
07/10/2023,1001,Overtime,,30
07/10/2023,1002,Overtime,,30
07/10/2023,1009,Overtime,,5
07/10/2023,0,General Expenses,,10
07/10/2023,0,General Expenses,,500
08/10/2023,1001,Comission,,10
08/10/2023,1002,Comission,, -   
08/10/2023,1003,Comission,, -   
08/10/2023,1012,Comission,,30
08/10/2023,1010,Comission,,10
08/10/2023,1009,Comission,,10
08/10/2023,1011,Comission,,20
08/10/2023,1001,Overtime,,20
08/10/2023,1012,Overtime,,30
08/10/2023,1016,Overtime,,50
08/10/2023,0,General Expenses,,10
08/10/2023,0,Operation Expenses,812.64,
08/10/2023,0,Operation Expenses,282.59,
09/10/2023,0,GOSI,"1,088.83",
09/10/2023,1001,Comission,,10
09/10/2023,1002,Comission,,10
09/10/2023,1003,Comission,,10
09/10/2023,1012,Comission,,25
09/10/2023,1011,Comission,,20
09/10/2023,1009,Comission,,15
09/10/2023,1010,Comission,,15
09/10/2023,1013,Comission,,20
09/10/2023,1001,Overtime,,20
09/10/2023,0,General Expenses,,6
09/10/2023,0,General Expenses,,10
09/10/2023,1012,Overtime,,65
09/10/2023,0,Purchases,,340
10/10/2023,1009,Salary,"1,800.00",
10/10/2023,1010,Salary,200,600
10/10/2023,1001,Comission,,10
10/10/2023,1002,Comission,,20
10/10/2023,1003,Comission,,10
10/10/2023,1012,Comission,,20
10/10/2023,1011,Comission,,20
10/10/2023,1009,Comission,,20
